#COS(THETA) S*D(SIG)/D(OMEGA) [NB*GEV**2] Error
-0.66 8.65 0.4
-0.47 6.7 0.31
-0.28 6 0.27
-0.09 5.2 0.27
0.09 5.36 0.29
0.28 4.96 0.27
0.47 5.9 0.27
0.66 7.03 0.36
